date,price
2025-06-30 00:00:00,4.207804466058589
2025-07-01 00:00:00,4.097857697516593
2025-07-02 00:00:00,3.9298775230419727
2025-07-03 00:00:00,4.173834319209193
2025-07-04 00:00:00,4.1788935474882125
2025-07-05 00:00:00,4.003119227957929
2025-07-06 00:00:00,4.009035985786833
2025-07-07 00:00:00,4.077426224181305
2025-07-08 00:00:00,4.043160712552113
2025-07-09 00:00:00,4.12803111801891
2025-07-10 00:00:00,4.31020637236326
2025-07-11 00:00:00,4.6122426419805445
2025-07-12 00:00:00,4.648696120675897
2025-07-13 00:00:00,4.588578634616185
2025-07-14 00:00:00,4.684208085757465
2025-07-15 00:00:00,4.553493299156973
2025-07-16 00:00:00,4.6710838699808495
2025-07-17 00:00:00,4.74865632346064
2025-07-18 00:00:00,4.882503298033102
2025-07-19 00:00:00,4.85164791038342
2025-07-20 00:00:00,5.018176546726315
2025-07-21 00:00:00,5.175749332208618
2025-07-22 00:00:00,5.197832648749997
2025-07-23 00:00:00,5.108330434612673
2025-07-24 00:00:00,4.699875554962904
2025-07-25 00:00:00,4.6255216153827945
2025-07-26 00:00:00,4.709150877158896
2025-07-27 00:00:00,4.76999453464984
2025-07-28 00:00:00,4.86911375977831
2025-07-29 00:00:00,4.625178345368301
2025-07-30 00:00:00,4.609353672821671
2025-07-31 00:00:00,4.420278771400123
2025-08-01 00:00:00,4.214784878914719
2025-08-02 00:00:00,4.153912296138923
2025-08-03 00:00:00,4.098623346104737
2025-08-04 00:00:00,4.274886132880088
2025-08-05 00:00:00,4.313205977773708
2025-08-06 00:00:00,4.225156871619966
2025-08-07 00:00:00,4.3264102532128526
2025-08-08 00:00:00,4.466010909478964
2025-08-09 00:00:00,4.604452141531069
2025-08-10 00:00:00,4.731282886821623
2025-08-11 00:00:00,4.666166261793708
2025-08-12 00:00:00,4.493966990668145
2025-08-13 00:00:00,4.702461007703959
2025-08-14 00:00:00,4.860769850349751
2025-08-15 00:00:00,4.52881037349133
2025-08-16 00:00:00,4.456284299145873
2025-08-17 00:00:00,4.574267136220595
2025-08-18 00:00:00,4.636193514127893
2025-08-19 00:00:00,4.467501237262981
2025-08-20 00:00:00,4.291034644017393
2025-08-21 00:00:00,4.4720633955206255
2025-08-22 00:00:00,4.423780075709045
2025-08-23 00:00:00,4.825782848239898
2025-08-24 00:00:00,4.886350350491669
2025-08-25 00:00:00,4.786596166977107
2025-08-26 00:00:00,4.418970111388085
2025-08-27 00:00:00,4.527507232601881
2025-08-28 00:00:00,4.4913854859262266
2025-08-29 00:00:00,4.79512471607549
2025-08-30 00:00:00,4.484628333225992
2025-08-31 00:00:00,4.501744775196437
2025-09-01 00:00:00,4.4671512899059564
2025-09-02 00:00:00,4.384347722334381
2025-09-03 00:00:00,4.429089501562535
2025-09-04 00:00:00,4.51905454066887
2025-09-05 00:00:00,4.397139362154743
2025-09-06 00:00:00,4.439108307510056
2025-09-07 00:00:00,4.412577682794071
2025-09-08 00:00:00,4.4894219003200755
2025-09-09 00:00:00,4.5439120471380825
2025-09-10 00:00:00,4.58987996149801
2025-09-11 00:00:00,4.68029515042576
2025-09-12 00:00:00,4.692128586777952
2025-09-13 00:00:00,4.750200451487505
2025-09-14 00:00:00,4.8264419264020475
2025-09-15 00:00:00,4.641152574794351
2025-09-16 00:00:00,4.507466622944135
2025-09-17 00:00:00,4.548015497923095
2025-09-18 00:00:00,4.610446655384221
